Date,Year-Month,Title,Review
27/11/2024,01/11/2024,Boiler service…,Efficient and competent delivery of boiler service 
27/11/2024,01/11/2024,Jack was very professional and…,Jack was very professional and courteous. 
27/11/2024,01/11/2024,Very polite and professional,Very polite and professional 
27/11/2024,01/11/2024,Nigel was great 👍.,Nigel was great 👍. 
27/11/2024,01/11/2024,Nigel was very helpful and he resolved…,Nigel was very helpful and he resolved the issue of high bar pressure with the boiler. He is a very friendly person and he was quite knowledgeable about the boiler.
27/11/2024,01/11/2024,"Nadeem was very good at his work,very…","Nadeem was very good at his work,very polite and done a great job."
27/11/2024,01/11/2024,Engineer very good,"Engineer very good, job took longer than expected but he did it professionally.  Thomas is a nice chap "
27/11/2024,01/11/2024,It was really good experience overall…,It was really good experience overall the engineer was really good and informative he explained everything he was doing and completed the job quickly 
27/11/2024,01/11/2024,Lovely engineer Polite informative and…,Lovely engineer Polite informative and punctual
27/11/2024,01/11/2024,Engineer- Paul was prompt and…,Engineer- Paul was prompt and professional and polite.
27/11/2024,01/11/2024,Rafick the engineer was very good,"Rafick the engineer was very good, called before arrival and got the job done"
27/11/2024,01/11/2024,Damien was great,"Damien was great - very professional, very nice to deal with and he sorted the issue really quickly and efficiently."
27/11/2024,01/11/2024,Great Servoce,Fantastic all round service from Bret and 24/7 
27/11/2024,01/11/2024,Every easy to setup policy,Every easy to setup policy 
27/11/2024,01/11/2024,Sean was great,Sean was great. Rang before attending and was a pleasure to deal with
27/11/2024,01/11/2024,Terrible outfit . No idea what they are doing,Worse outfit I've experienced in years.My 16 Yr old boiler broke.  Company knew this.  Engineer knew this.  Never looked at it. Said was not worth the cost.  Rang company. It was out of repair by £4!!!!!.  Came back out to fix!   Brought the wrong part!£95 to call out plus £25 per month for the experience!!  All a con feel. Buy a new one of us.  And he has done a bodge job on the problemSo 2 days off work for and Engineer to turn up mid afternoon. And still not fixed.So please avoid this outfit at all costs
27/11/2024,01/11/2024,A good price,"A good price, and efficient process."
27/11/2024,01/11/2024,Brett very good,Brett very good
27/11/2024,01/11/2024,Engineer was friendly,"Engineer was friendly, professional great service "
27/11/2024,01/11/2024,The Engineer was knowledgeable and…,The Engineer was knowledgeable and explained the problem well. 
27/11/2024,01/11/2024,Good customer service ,1) The customer officer was very patient when explaining the terms and conditions of the plan. 
27/11/2024,01/11/2024,Good price and straight forward pages.,Good price and straight forward pages.
27/11/2024,01/11/2024,Easy to arrange and all options…,Easy to arrange and all options explained 
27/11/2024,01/11/2024,Great customer service and good value,I went on a search engine and found 24/7. They had the one of the cheapest prices for boiler cover. I was going to apply online but before I could finish 24/7 phoned and offered a small discount on the price online. I was very greatful and completed the sign up process over the phone. The lady I spoke to was very helpful and the process was easy. I did only give 4 stars as I do not like that I was offered an extra discount if I took out there Kitchen appliance insurance. Did feel slightly pressured to take this but when I said no it was not a problem.Overall a very good experience and very good value boiler cover.
27/11/2024,01/11/2024,Easy to set up,Searched through money supermarket and 24/7 came up. Information from 24/7 on the policy was clear and easy to set up was clear. 
27/11/2024,01/11/2024,Very clear in the process and easy to…,Very clear in the process and easy to navigate through the required information on the website. 
27/11/2024,01/11/2024,Efficient process with clear…,Efficient process with clear information on different plans available 
27/11/2024,01/11/2024,I received an excellent service from…,I received an excellent service from the engineer who came to do my annual service.I received regular updates on the progress of time the engineer was to arrive..I Highly recommend 24/7 rescue.
27/11/2024,01/11/2024,Harassing. ,Website fault when processing payment created two accounts. Cancelled both ok. But ever since receive regular text messages & emails saying my DD is suspended and offering a new price. Frequent enough to be considered harassment. Would never use this lot. 
27/11/2024,01/11/2024,Best service for best price,Best level of cover for the best price. Very easy to understand the level of cover needed and opt for the one that suits your needs. 
28/11/2024,01/11/2024,Engineer was polite and informative,Engineer was polite and informative 
28/11/2024,01/11/2024,Polite,"Polite, friendly staff value for money "
28/11/2024,01/11/2024,Quick and very efficient service,Quick and very efficient service. South African man came and had our heating working in minutes 
28/11/2024,01/11/2024,Great Service,"The engineer Liam provided a great service and fixed our problem. He arrived on time, was polite, efficient and very helpful."
28/11/2024,01/11/2024,"Good service,","Good service,. Issue fixed on time. Staff was friendly."
28/11/2024,01/11/2024,Amazing man,Amazing man
28/11/2024,01/11/2024,Engineer was very polite and lovely and…,Engineer was very polite and lovely and explained what he had done. He phoned me to say he was on his way. I think it is a very good service with lovely staff engineers never had a problem in all the years that we have been with you
